HRYEAR4,GEREG,HEFAMINC,HES1D,HES8B,HESC3,HESC3A,HESH1,HESHF4,HESP6,HESS2,HESS6,HESSH1,HESSH2,HESSH3,HESSH4,HETS2O,HETS6O,HETS8CO,HETS8O,HETS8OU,HETSSHMF2,HETSSHMF3,HRFS12M1,HRFS12M8,HRFS12MC,HRFS12MD,HRFS30D1,HRFS30D2,HRFS30D5,HRFS30D8,HRNUMHOU,PEDISOUT,PEEDUCA,PEMARITL,PESEX,PRCITSHP,PRDISFLG,PRDTIND1,PREMPNOT,PRMJOCC1,PRTAGE,PRWKSTAT,PTDTRACE
2019,2,9,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,100,-1,130,230,-1,-1,1,1,-1,1,1,1,-1,1,2,2,43,6,1,1,2,47,1,5,34,2,1
2019,2,15,2,3,2,-2,-1,-1,-1,2,-1,-1,-1,-1,-1,250,-1,-1,250,250,-1,-1,1,2,-1,2,1,1,-1,1,4,2,41,1,1,1,2,38,1,3,59,2,1
2019,2,15,2,3,2,-2,-1,-1,-1,2,-1,-1,-1,-1,-1,250,-1,-1,250,250,-1,-1,1,2,-1,2,1,1,-1,1,4,2,44,1,2,1,2,41,1,2,54,2,1
2019,2,15,2,3,2,-2,-1,-1,-1,2,-1,-1,-1,-1,-1,250,-1,-1,250,250,-1,-1,1,2,-1,2,1,1,-1,1,4,2,40,6,1,1,2,22,1,5,20,2,1
2019,2,15,2,3,2,-2,-1,-1,-1,2,-1,-1,-1,-1,-1,250,-1,-1,250,250,-1,-1,1,2,-1,2,1,1,-1,1,4,2,40,6,2,1,2,22,1,4,19,2,1
2019,2,5,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,120,-1,-1,90,100,-1,-1,1,1,-1,1,1,1,-1,1,1,2,39,3,2,1,2,-1,4,-1,75,1,1
2019,2,6,2,3,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,50,-1,-1,50,60,-1,-1,1,2,-1,2,1,1,-1,1,1,2,35,4,2,1,2,-1,4,-1,75,1,1
2019,2,7,1,3,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,10,-1,-1,1,2,-1,2,1,1,-1,1,1,2,39,4,2,1,1,-1,4,-1,65,1,1
2019,2,5,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,100,-1,-1,50,50,-1,-1,1,1,-1,1,1,1,-1,1,2,2,46,4,1,1,2,42,4,2,85,1,1
2019,2,5,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,100,-1,-1,50,50,-1,-1,1,1,-1,1,1,1,-1,1,2,2,44,4,2,1,2,1,1,6,76,7,1
2019,2,14,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,50,-1,370,150,-1,-1,1,1,-1,1,1,1,-1,1,2,2,44,6,2,1,1,34,1,5,62,7,1
2019,2,14,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,50,-1,370,150,-1,-1,1,1,-1,1,1,1,-1,1,2,2,44,6,1,1,1,40,1,2,65,7,1
2019,2,12,2,2,2,-2,3,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,140,170,-1,-1,1,1,1,1,1,1,1,1,6,2,39,5,1,1,2,39,1,10,56,2,1
2019,2,12,2,2,2,-2,3,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,140,170,-1,-1,1,1,1,1,1,1,1,1,6,-1,-1,-1,1,1,-1,-1,-1,-1,8,-1,1
2019,2,12,2,2,2,-2,3,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,140,170,-1,-1,1,1,1,1,1,1,1,1,6,-1,-1,-1,1,1,-1,-1,-1,-1,7,-1,1
2019,2,12,2,2,2,-2,3,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,140,170,-1,-1,1,1,1,1,1,1,1,1,6,-1,-1,-1,1,1,-1,-1,-1,-1,6,-1,1
2019,2,12,2,2,2,-2,3,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,140,170,-1,-1,1,1,1,1,1,1,1,1,6,-1,-1,-1,1,1,-1,-1,-1,-1,3,-1,1
2019,2,12,2,2,2,-2,3,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,140,170,-1,-1,1,1,1,1,1,1,1,1,6,2,36,6,2,1,2,-1,2,-1,17,12,1
2019,2,1,-1,-1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,31,6,2,1,1,-1,4,-1,55,1,1
2019,2,1,-1,-1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,31,6,2,1,1,-1,4,-1,37,1,1
2019,2,1,-1,-1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,31,6,2,1,1,-1,4,-1,68,1,1
2019,2,3,2,3,2,-2,-1,-1,-1,2,-1,-1,-1,-1,-1,80,4,-1,70,90,-1,-1,1,2,-1,2,1,1,-1,1,1,2,43,6,2,1,2,51,4,2,28,1,1
2019,2,9,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,40,-1,-1,0,20,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,3,2,1,2,-1,4,-1,85,1,1
2019,2,9,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,40,-1,-1,0,20,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,5,2,1,2,-1,4,-1,71,1,1
2019,2,2,2,2,2,1,3,-1,2,2,3,-1,-1,-1,-1,250,20,-1,280,40,-1,-1,1,2,1,2,1,1,1,1,4,2,39,1,2,1,2,8,1,9,45,2,1
2019,2,2,2,2,2,1,3,-1,2,2,3,-1,-1,-1,-1,250,20,-1,280,40,-1,-1,1,2,1,2,1,1,1,1,4,2,36,6,1,1,1,-1,4,-1,17,1,1
2019,2,2,2,2,2,1,3,-1,2,2,3,-1,-1,-1,-1,250,20,-1,280,40,-1,-1,1,2,1,2,1,1,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,12,-1,1
2019,2,2,2,2,2,1,3,-1,2,2,3,-1,-1,-1,-1,250,20,-1,280,40,-1,-1,1,2,1,2,1,1,1,1,4,2,36,1,1,1,2,8,1,9,45,2,1
2019,2,7,2,3,1,-1,-1,1,-1,2,-1,1,-1,-1,-1,60,10,-1,80,60,-1,-1,3,4,-1,4,3,4,-1,4,1,1,42,3,1,1,1,-1,4,-1,63,1,1
2019,2,16,2,2,2,1,3,-1,-1,3,3,-1,-1,-1,-1,200,130,-1,480,480,-1,-1,1,1,1,1,1,1,1,1,4,2,42,1,2,1,2,36,1,1,40,2,1
2019,2,16,2,2,2,1,3,-1,-1,3,3,-1,-1,-1,-1,200,130,-1,480,480,-1,-1,1,1,1,1,1,1,1,1,4,2,41,1,1,1,2,23,1,10,35,2,1
2019,2,16,2,2,2,1,3,-1,-1,3,3,-1,-1,-1,-1,200,130,-1,480,480,-1,-1,1,1,1,1,1,1,1,1,4,2,40,6,1,1,2,46,1,3,18,10,1
2019,2,16,2,2,2,1,3,-1,-1,3,3,-1,-1,-1,-1,200,130,-1,480,480,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,2,1,-1,-1,-1,-1,14,-1,1
2019,2,12,2,2,2,1,3,-1,1,2,3,-1,-1,-1,-1,60,30,-1,90,90,-1,-1,1,2,1,2,1,1,1,1,2,2,39,4,1,1,2,34,4,4,47,1,1
2019,2,12,2,2,2,1,3,-1,1,2,3,-1,-1,-1,-1,60,30,-1,90,90,-1,-1,1,2,1,2,1,1,1,1,2,2,36,6,1,1,2,-1,4,-1,17,1,1
2019,2,14,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,100,-1,-1,80,150,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,6,1,1,2,46,1,3,58,4,1
2019,2,14,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,100,-1,-1,80,150,-1,-1,1,1,-1,1,1,1,-1,1,2,2,41,6,1,1,2,41,1,2,60,2,1
2019,2,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,50,40,-1,80,80,-1,-1,1,1,-1,1,1,1,-1,1,3,2,39,3,1,1,1,-1,4,-1,73,1,1
2019,2,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,50,40,-1,80,80,-1,-1,1,1,-1,1,1,1,-1,1,3,2,40,6,2,1,2,46,1,3,21,2,1
2019,2,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,50,40,-1,80,80,-1,-1,1,1,-1,1,1,1,-1,1,3,2,39,6,2,1,2,-1,4,-1,38,1,1
2019,2,1,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,80,-1,-1,1,1,-1,1,1,1,-1,1,2,1,39,1,2,1,1,-1,4,-1,57,1,1
2019,2,1,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,80,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,1,1,1,2,1,1,1,59,7,1
2019,4,2,2,-1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,2,42,6,2,1,2,22,1,4,41,2,1
2019,4,11,1,1,1,-1,-1,2,-1,1,-1,1,-1,-1,-1,400,20,180,400,120,-1,-1,3,4,-1,4,3,4,-1,4,4,1,39,3,2,1,1,-1,4,-1,80,1,1
2019,4,11,1,1,1,-1,-1,2,-1,1,-1,1,-1,-1,-1,400,20,180,400,120,-1,-1,3,4,-1,4,3,4,-1,4,4,1,39,6,1,1,1,-1,4,-1,59,1,1
2019,4,11,1,1,1,-1,-1,2,-1,1,-1,1,-1,-1,-1,400,20,180,400,120,-1,-1,3,4,-1,4,3,4,-1,4,4,2,42,5,2,1,1,-1,4,-1,52,1,1
2019,4,11,1,1,1,-1,-1,2,-1,1,-1,1,-1,-1,-1,400,20,180,400,120,-1,-1,3,4,-1,4,3,4,-1,4,4,2,37,5,1,1,2,46,1,10,22,2,1
2019,4,4,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,80,30,-1,80,80,-1,-1,1,1,-1,1,1,1,-1,1,1,2,42,6,1,1,2,-1,4,-1,75,1,1
2019,2,10,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,40,60,-1,90,50,-1,-1,1,1,-1,1,1,1,-1,1,1,2,43,6,1,1,2,44,1,3,26,2,1
2019,4,10,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,100,-1,-1,100,80,-1,-1,1,2,-1,2,1,2,-1,2,1,2,36,3,2,1,2,-1,4,-1,68,1,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,2,40,1,2,1,2,-1,4,-1,79,1,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,2,39,1,1,1,2,2,1,10,68,2,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,-1,-1,-1,2,1,-1,-1,-1,-1,3,-1,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,2,32,6,2,1,2,-1,4,-1,57,1,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,-1,-1,-1,1,1,-1,-1,-1,-1,4,-1,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,-1,-1,-1,1,1,-1,-1,-1,-1,6,-1,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,-1,-1,-1,1,1,-1,-1,-1,-1,6,-1,1
2019,4,15,2,3,2,1,3,-1,-9,3,3,-1,2,2,2,250,-1,-1,250,250,-1,-1,1,2,1,2,1,2,1,2,8,-1,-1,-1,1,1,-1,-1,-1,-1,8,-1,1
2019,3,14,2,3,2,-2,3,-1,-1,3,3,-1,-1,-1,-1,200,30,-1,180,200,-1,-1,1,1,1,1,1,1,1,1,5,2,44,1,2,3,2,40,1,2,38,2,1
2019,3,14,2,3,2,-2,3,-1,-1,3,3,-1,-1,-1,-1,200,30,-1,180,200,-1,-1,1,1,1,1,1,1,1,1,5,2,44,1,1,1,2,40,1,2,39,2,1
2019,3,14,2,3,2,-2,3,-1,-1,3,3,-1,-1,-1,-1,200,30,-1,180,200,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,1,1,-1,-1,-1,-1,13,-1,1
2019,3,14,2,3,2,-2,3,-1,-1,3,3,-1,-1,-1,-1,200,30,-1,180,200,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,1,1,-1,-1,-1,-1,10,-1,1
2019,3,14,2,3,2,-2,3,-1,-1,3,3,-1,-1,-1,-1,200,30,-1,180,200,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,1,1,-1,-1,-1,-1,8,-1,1
2019,3,14,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,4,-1,170,200,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,1,2,1,2,33,1,2,47,2,1
2019,3,14,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,4,-1,170,200,-1,-1,1,1,-1,1,1,1,-1,1,2,2,44,1,1,1,2,33,4,2,61,1,1
2019,3,7,2,3,2,2,-1,-1,-1,2,-1,2,-1,-1,-1,150,150,-1,250,80,-1,-1,2,3,-1,3,1,1,-1,1,2,2,39,3,2,1,1,-1,4,-1,85,1,1
2019,3,7,2,3,2,2,-1,-1,-1,2,-1,2,-1,-1,-1,150,150,-1,250,80,-1,-1,2,3,-1,3,1,1,-1,1,2,2,43,4,2,1,2,41,2,2,62,12,1
2019,3,3,2,3,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,20,4,-1,20,40,-1,-1,1,2,-1,2,1,1,-1,1,1,2,39,4,2,1,2,4,2,3,62,11,2
2019,3,4,2,-1,2,1,-1,-1,-1,2,-1,-1,-1,-1,-1,50,-1,-1,90,-1,-1,-1,2,3,-1,3,1,1,-1,1,1,2,38,4,1,1,2,-1,4,-1,63,1,2
2019,3,8,2,3,2,2,-1,-1,-1,2,-1,-1,-1,-1,-1,50,-1,-1,50,50,-1,-1,2,3,-1,3,1,1,-1,1,2,1,40,1,2,1,1,-1,4,-1,72,1,1
2019,3,8,2,3,2,2,-1,-1,-1,2,-1,-1,-1,-1,-1,50,-1,-1,50,50,-1,-1,2,3,-1,3,1,1,-1,1,2,2,39,1,1,1,1,-1,4,-1,74,1,1
2019,3,5,2,1,2,2,3,-1,1,2,3,-1,2,2,2,200,-1,200,200,100,-1,-1,2,2,1,3,1,2,1,2,3,2,36,4,2,1,1,-1,4,-1,51,1,1
2019,3,5,2,1,2,2,3,-1,1,2,3,-1,2,2,2,200,-1,200,200,100,-1,-1,2,2,1,3,1,2,1,2,3,-1,-1,-1,1,1,-1,-1,-1,-1,8,-1,1
2019,3,5,2,1,2,2,3,-1,1,2,3,-1,2,2,2,200,-1,200,200,100,-1,-1,2,2,1,3,1,2,1,2,3,-1,-1,-1,1,1,-1,-1,-1,-1,8,-1,1
2019,3,7,2,3,2,1,-1,-1,-1,1,-1,2,-1,-1,-1,100,50,-1,150,100,-1,-1,2,3,-1,3,1,2,-1,2,3,2,36,4,2,1,2,-1,4,-1,54,1,1
2019,3,7,2,3,2,1,-1,-1,-1,1,-1,2,-1,-1,-1,100,50,-1,150,100,-1,-1,2,3,-1,3,1,2,-1,2,3,2,34,6,1,1,1,-1,4,-1,51,1,3
2019,3,7,2,3,2,1,-1,-1,-1,1,-1,2,-1,-1,-1,100,50,-1,150,100,-1,-1,2,3,-1,3,1,2,-1,2,3,2,35,6,1,1,2,-1,4,-1,33,1,1
2019,3,16,2,2,2,1,3,-1,2,3,3,-1,-1,-1,-1,250,30,-1,340,110,-1,-1,1,1,1,1,1,1,1,1,4,2,42,1,2,1,2,13,4,1,41,1,1
2019,3,16,2,2,2,1,3,-1,2,3,3,-1,-1,-1,-1,250,30,-1,340,110,-1,-1,1,1,1,1,1,1,1,1,4,2,43,1,1,1,2,22,1,4,42,2,1
2019,3,16,2,2,2,1,3,-1,2,3,3,-1,-1,-1,-1,250,30,-1,340,110,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,9,-1,1
2019,3,16,2,2,2,1,3,-1,2,3,3,-1,-1,-1,-1,250,30,-1,340,110,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,7,-1,1
2019,3,8,2,3,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,40,4,-1,30,40,-1,-1,2,3,-1,3,1,2,-1,2,1,2,42,6,2,1,2,33,1,1,25,4,1
2019,3,13,2,3,2,-2,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,80,-1,80,140,-1,-1,1,1,-1,1,1,1,-1,1,1,2,43,6,1,1,2,10,1,2,26,2,1
2019,3,9,2,2,1,-1,3,-1,2,1,2,2,1,2,2,200,120,-1,370,320,-1,-1,2,3,2,3,1,1,1,1,2,2,41,6,2,1,2,22,1,4,29,4,2
2019,3,9,2,2,1,-1,3,-1,2,1,2,2,1,2,2,200,120,-1,370,320,-1,-1,2,3,2,3,1,1,1,1,2,-1,-1,-1,2,1,-1,-1,-1,-1,12,-1,2
2019,3,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,30,-1,140,80,-1,-1,1,1,-1,1,1,1,-1,1,2,1,39,4,2,1,1,-1,4,-1,77,1,7
2019,3,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,30,-1,140,80,-1,-1,1,1,-1,1,1,1,-1,1,2,1,39,6,1,1,1,-1,4,-1,54,1,7
2019,4,13,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,50,150,-1,200,150,-1,-1,1,1,-1,1,1,1,-1,1,1,2,42,4,2,1,2,23,1,10,38,4,1
2019,4,12,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,90,150,-1,240,70,-1,-1,1,2,1,2,1,1,1,1,3,2,39,1,1,1,2,-1,4,-1,26,1,1
2019,4,12,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,90,150,-1,240,70,-1,-1,1,2,1,2,1,1,1,1,3,2,44,1,2,1,2,40,1,1,27,2,1
2019,4,12,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,90,150,-1,240,70,-1,-1,1,2,1,2,1,1,1,1,3,-1,-1,-1,2,1,-1,-1,-1,-1,2,-1,1
2019,4,10,2,2,2,1,-1,3,-1,2,-1,2,-1,-1,-1,60,30,-1,60,90,-1,-1,3,4,-1,4,1,1,-1,1,1,2,40,6,1,1,2,21,1,4,26,2,1
2019,4,12,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,290,-1,420,400,-1,-1,1,1,-1,1,1,1,-1,1,1,2,43,6,2,3,2,40,1,2,29,2,1
2019,4,7,2,3,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,2,-1,2,1,1,-1,1,1,2,39,4,1,1,1,-1,4,-1,80,1,1
2019,4,11,2,3,2,1,3,3,1,2,3,2,2,2,2,300,-1,-1,300,500,-1,-1,2,3,1,3,1,1,1,1,3,2,39,6,2,1,2,42,1,3,29,4,3
2019,4,11,2,3,2,1,3,3,1,2,3,2,2,2,2,300,-1,-1,300,500,-1,-1,2,3,1,3,1,1,1,1,3,-1,-1,-1,2,1,-1,-1,-1,-1,11,-1,3
2019,4,11,2,3,2,1,3,3,1,2,3,2,2,2,2,300,-1,-1,300,500,-1,-1,2,3,1,3,1,1,1,1,3,-1,-1,-1,2,1,-1,-1,-1,-1,8,-1,3
2019,4,9,2,3,2,1,3,-1,2,3,3,-1,-1,-1,-1,400,100,-1,650,200,-1,-1,1,1,1,1,1,1,1,1,4,2,39,6,2,1,2,43,1,2,55,2,3
