HRYEAR4,GEREG,HEFAMINC,HES1D,HES8B,HESC3,HESC3A,HESH1,HESHF4,HESP6,HESS2,HESS6,HESSH1,HESSH2,HESSH3,HESSH4,HETS2O,HETS6O,HETS8CO,HETS8O,HETS8OU,HETSSHMF2,HETSSHMF3,HRFS12M1,HRFS12M8,HRFS12MC,HRFS12MD,HRFS30D1,HRFS30D2,HRFS30D5,HRFS30D8,HRNUMHOU,PEDISOUT,PEEDUCA,PEMARITL,PESEX,PRCITSHP,PRDISFLG,PRDTIND1,PREMPNOT,PRMJOCC1,PRTAGE,PRWKSTAT,PTDTRACE
2020,3,16,2,1,2,1,3,-1,-1,2,2,-1,2,2,2,350,30,100,450,30,-1,-1,2,3,2,3,1,2,1,2,8,-1,-1,-1,1,1,-1,-1,-1,-1,2,-1,2
2020,3,9,2,3,2,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,20,100,-1,-1,3,4,-1,4,3,4,-1,4,1,2,40,4,1,1,2,38,2,5,32,11,10
2020,3,6,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,50,20,-1,50,20,-1,-1,1,1,-1,1,1,1,-1,1,1,2,38,3,2,1,1,-1,4,-1,80,1,1
2020,3,3,2,3,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,80,-1,-1,50,60,-1,-1,2,3,-1,3,2,3,-1,3,2,2,39,3,2,1,2,-1,4,-1,76,1,1
2020,3,3,2,3,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,80,-1,-1,50,60,-1,-1,2,3,-1,3,2,3,-1,3,2,2,39,6,2,1,2,-1,4,-1,48,1,1
2020,3,6,2,3,2,-2,-1,-1,-1,2,-1,2,-1,-1,-1,-1,20,-1,20,100,-1,-1,3,4,-1,4,2,3,-1,3,1,2,41,4,1,1,1,-1,4,-1,52,1,1
2020,3,1,2,2,2,1,-1,-1,-1,2,-1,-1,-1,-1,-1,30,10,-1,70,60,-1,-1,1,2,-1,2,1,1,-1,1,1,2,40,6,1,1,2,-1,4,-1,54,1,1
2020,3,7,2,3,2,1,3,-1,2,3,3,-1,-1,-1,-1,190,-1,-1,190,190,-1,-1,1,1,1,1,1,1,1,1,4,2,39,5,2,1,2,45,4,3,52,1,2
2020,3,7,2,3,2,1,3,-1,2,3,3,-1,-1,-1,-1,190,-1,-1,190,190,-1,-1,1,1,1,1,1,1,1,1,4,2,39,6,2,1,2,36,1,5,23,2,2
2020,3,7,2,3,2,1,3,-1,2,3,3,-1,-1,-1,-1,190,-1,-1,190,190,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,2
2020,3,7,2,3,2,1,3,-1,2,3,3,-1,-1,-1,-1,190,-1,-1,190,190,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,9,-1,2
2020,3,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,100,-1,-1,80,80,-1,-1,1,1,-1,1,1,1,-1,1,1,2,40,4,1,1,2,46,1,4,63,7,1
2020,3,12,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,150,80,-1,250,250,-1,-1,1,1,1,1,1,1,1,1,4,2,40,6,2,1,2,-1,4,-1,32,1,1
2020,3,12,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,150,80,-1,250,250,-1,-1,1,1,1,1,1,1,1,1,4,2,40,6,1,1,2,46,1,3,33,7,1
2020,3,12,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,150,80,-1,250,250,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,3,-1,1
2020,3,12,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,150,80,-1,250,250,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,2,1,-1,-1,-1,-1,1,-1,1
2020,3,8,2,3,2,-2,-1,-1,-1,3,-1,-1,-1,-1,-1,50,70,-1,100,100,-1,-1,1,1,-1,1,1,1,-1,1,1,1,40,4,1,1,1,-1,4,-1,76,1,1
2020,3,6,2,1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,40,-1,20,40,70,-1,-1,1,2,-1,2,1,1,-1,1,1,1,40,5,2,1,1,-1,4,-1,71,1,1
2020,3,9,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,200,50,-1,220,100,-1,-1,1,1,-1,1,1,1,-1,1,2,2,40,1,2,1,2,14,1,5,26,2,1
2020,3,9,2,2,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,200,50,-1,220,100,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,1,1,1,1,32,1,5,25,2,1
2020,3,13,2,2,2,1,3,-1,1,3,3,-1,-1,-1,-1,150,50,-1,230,200,-1,-1,1,1,1,1,1,1,1,1,5,2,43,1,1,1,2,12,1,9,39,2,1
2020,3,13,2,2,2,1,3,-1,1,3,3,-1,-1,-1,-1,150,50,-1,230,200,-1,-1,1,1,1,1,1,1,1,1,5,2,39,1,2,1,2,42,2,5,37,11,1
2020,3,13,2,2,2,1,3,-1,1,3,3,-1,-1,-1,-1,150,50,-1,230,200,-1,-1,1,1,1,1,1,1,1,1,5,2,36,6,2,1,2,46,1,3,16,7,1
2020,3,13,2,2,2,1,3,-1,1,3,3,-1,-1,-1,-1,150,50,-1,230,200,-1,-1,1,1,1,1,1,1,1,1,5,2,37,6,1,1,2,46,1,3,18,7,1
2020,3,13,2,2,2,1,3,-1,1,3,3,-1,-1,-1,-1,150,50,-1,230,200,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,1,1,-1,-1,-1,-1,8,-1,1
2020,3,7,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,30,-1,-1,1,1,-1,1,1,1,-1,1,1,2,40,4,2,1,2,-1,4,-1,80,1,1
2020,3,13,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,200,-1,-1,100,100,-1,-1,1,1,1,1,1,1,1,1,3,2,43,1,1,1,2,51,1,3,30,2,1
2020,3,13,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,200,-1,-1,100,100,-1,-1,1,1,1,1,1,1,1,1,3,2,43,1,2,1,2,41,1,1,30,2,1
2020,3,13,2,3,2,1,3,-1,-1,3,3,-1,-1,-1,-1,200,-1,-1,100,100,-1,-1,1,1,1,1,1,1,1,1,3,-1,-1,-1,1,1,-1,-1,-1,-1,9,-1,1
2020,3,7,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,80,-1,-1,80,80,-1,-1,1,1,-1,1,1,1,-1,1,1,1,42,3,2,1,1,-1,4,-1,85,1,1
2020,3,10,2,1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,40,-1,10,40,40,-1,-1,1,1,-1,1,1,1,-1,1,1,2,39,3,2,1,2,-1,4,-1,78,1,1
2020,3,7,2,-1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-2,-2,-1,0,-2,-1,-1,1,1,-1,1,1,1,-1,1,2,2,40,3,2,1,2,-1,4,-1,74,1,1
2020,3,7,2,-1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-2,-2,-1,0,-2,-1,-1,1,1,-1,1,1,1,-1,1,2,2,40,6,1,1,2,10,1,9,45,2,1
2020,3,6,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,-1,-1,120,130,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,6,2,1,2,46,1,3,19,2,1
2020,3,6,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,-1,-1,120,130,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,6,1,1,2,4,1,7,21,2,1
2020,3,8,2,3,2,-2,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,60,-1,-1,1,1,-1,1,1,1,-1,1,1,2,39,3,1,1,1,-1,4,-1,78,1,1
2020,3,9,2,1,1,-1,3,-1,2,2,3,-1,2,2,2,150,30,50,180,200,-1,-1,1,2,1,2,1,1,1,1,6,2,40,6,2,1,2,38,1,3,37,2,2
2020,3,9,2,1,1,-1,3,-1,2,2,3,-1,2,2,2,150,30,50,180,200,-1,-1,1,2,1,2,1,1,1,1,6,2,39,6,1,1,2,-1,2,-1,18,11,2
2020,3,9,2,1,1,-1,3,-1,2,2,3,-1,2,2,2,150,30,50,180,200,-1,-1,1,2,1,2,1,1,1,1,6,2,36,6,1,1,2,-1,4,-1,15,1,2
2020,3,9,2,1,1,-1,3,-1,2,2,3,-1,2,2,2,150,30,50,180,200,-1,-1,1,2,1,2,1,1,1,1,6,-1,-1,-1,1,1,-1,-1,-1,-1,14,-1,2
2020,3,9,2,1,1,-1,3,-1,2,2,3,-1,2,2,2,150,30,50,180,200,-1,-1,1,2,1,2,1,1,1,1,6,-1,-1,-1,2,1,-1,-1,-1,-1,8,-1,2
2020,3,9,2,1,1,-1,3,-1,2,2,3,-1,2,2,2,150,30,50,180,200,-1,-1,1,2,1,2,1,1,1,1,6,-1,-1,-1,2,1,-1,-1,-1,-1,6,-1,2
2020,3,12,2,3,2,2,3,-1,2,3,3,-1,-1,-1,-1,-1,-1,-1,0,150,-1,-1,1,1,1,1,1,1,1,1,5,2,39,6,2,1,2,-1,4,-1,24,1,1
2020,3,12,2,3,2,2,3,-1,2,3,3,-1,-1,-1,-1,-1,-1,-1,0,150,-1,-1,1,1,1,1,1,1,1,1,5,2,39,6,1,1,2,24,1,7,25,2,1
2020,3,12,2,3,2,2,3,-1,2,3,3,-1,-1,-1,-1,-1,-1,-1,0,150,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,2,1,-1,-1,-1,-1,5,-1,1
2020,3,12,2,3,2,2,3,-1,2,3,3,-1,-1,-1,-1,-1,-1,-1,0,150,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,1,1,-1,-1,-1,-1,3,-1,1
2020,3,12,2,3,2,2,3,-1,2,3,3,-1,-1,-1,-1,-1,-1,-1,0,150,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,2,1,-1,-1,-1,-1,1,-1,1
2020,3,9,2,3,2,2,-1,-1,-1,3,-1,-1,-1,-1,-1,30,-1,-1,30,30,-1,-1,1,1,-1,1,1,1,-1,1,2,2,41,3,2,1,2,41,1,5,46,2,2
2020,3,9,2,3,2,2,-1,-1,-1,3,-1,-1,-1,-1,-1,30,-1,-1,30,30,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,6,2,1,2,46,1,3,19,7,2
2020,3,8,2,2,2,1,3,-1,1,3,2,-1,2,2,2,100,20,-1,90,100,-1,-1,1,2,1,2,1,2,1,2,3,2,43,4,2,1,2,32,1,3,43,2,1
2020,3,8,2,2,2,1,3,-1,1,3,2,-1,2,2,2,100,20,-1,90,100,-1,-1,1,2,1,2,1,2,1,2,3,-1,-1,-1,1,1,-1,-1,-1,-1,12,-1,1
2020,3,8,2,2,2,1,3,-1,1,3,2,-1,2,2,2,100,20,-1,90,100,-1,-1,1,2,1,2,1,2,1,2,3,-1,-1,-1,1,1,-1,-1,-1,-1,9,-1,1
2020,3,4,2,3,2,1,-1,2,-1,2,-1,1,-1,-1,-1,150,20,-1,100,190,-1,-1,3,4,-1,4,3,4,-1,4,1,2,44,6,2,1,1,42,1,2,62,3,1
2020,1,7,2,-1,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,40,-1,-1,40,-2,-1,-1,1,1,-1,1,1,1,-1,1,1,2,39,3,2,1,2,-1,4,-1,80,1,1
2020,1,7,2,1,2,1,3,-1,-1,3,3,-1,2,2,2,200,-1,50,180,180,-1,-1,1,1,1,2,1,2,1,1,3,2,39,1,1,1,2,-1,4,-1,79,1,1
2020,1,7,2,1,2,1,3,-1,-1,3,3,-1,2,2,2,200,-1,50,180,180,-1,-1,1,1,1,2,1,2,1,1,3,2,39,1,2,1,2,-1,4,-1,67,1,1
2020,1,7,2,1,2,1,3,-1,-1,3,3,-1,2,2,2,200,-1,50,180,180,-1,-1,1,1,1,2,1,2,1,1,3,-1,-1,-1,1,1,-1,-1,-1,-1,12,-1,1
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,2,40,4,2,1,2,1,1,3,42,2,1
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,2,34,4,1,5,2,46,1,3,42,2,4
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,2,40,6,2,1,2,-1,4,-1,19,1,1
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,2,36,6,2,1,2,-1,4,-1,15,1,8
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,-1,-1,-1,1,1,-1,-1,-1,-1,13,-1,8
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,-1,-1,-1,2,1,-1,-1,-1,-1,11,-1,8
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,-1,-1,-1,1,1,-1,-1,-1,-1,9,-1,8
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,-1,-1,-1,1,1,-1,-1,-1,-1,6,-1,8
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,-1,-1,-1,1,1,-1,-1,-1,-1,3,-1,8
2020,1,12,2,3,2,1,3,-1,1,3,3,-1,-1,-1,-1,200,-1,-1,180,180,-1,-1,1,1,1,1,1,1,1,1,10,-1,-1,-1,2,1,-1,-1,-1,-1,1,-1,8
2020,1,13,2,3,2,1,-1,-1,-1,3,-1,2,-1,-1,-1,50,-1,-1,50,80,-1,-1,1,2,-1,2,1,1,-1,1,2,2,43,1,2,1,2,32,1,1,28,2,1
2020,1,13,2,3,2,1,-1,-1,-1,3,-1,2,-1,-1,-1,50,-1,-1,50,80,-1,-1,1,2,-1,2,1,1,-1,1,2,2,42,1,1,1,2,14,1,9,27,2,1
2020,1,9,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,160,-1,-1,160,160,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,1,2,1,2,-1,4,-1,72,1,1
2020,1,9,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,160,-1,-1,160,160,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,1,1,1,1,-1,4,-1,76,1,1
2020,1,6,2,1,1,-1,3,-1,1,3,3,-1,2,2,2,100,-1,50,80,100,-1,-1,1,2,1,2,1,2,1,2,3,2,39,6,2,1,2,40,4,3,40,1,1
2020,1,6,2,1,1,-1,3,-1,1,3,3,-1,2,2,2,100,-1,50,80,100,-1,-1,1,2,1,2,1,2,1,2,3,2,39,6,1,1,2,4,4,9,20,1,1
2020,1,6,2,1,1,-1,3,-1,1,3,3,-1,2,2,2,100,-1,50,80,100,-1,-1,1,2,1,2,1,2,1,2,3,-1,-1,-1,2,1,-1,-1,-1,-1,12,-1,1
2020,1,6,1,3,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,1,1,-1,1,1,1,-1,1,2,2,40,4,2,1,1,-1,4,-1,75,1,1
2020,1,6,1,3,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,1,1,-1,1,1,1,-1,1,2,2,37,6,2,1,2,-1,4,-1,52,1,1
2020,1,15,2,3,2,1,3,3,1,2,3,2,-1,-1,-1,300,-1,-1,190,300,-1,-1,2,3,1,3,1,1,1,1,4,2,41,1,2,1,2,41,1,2,52,2,1
2020,1,15,2,3,2,1,3,3,1,2,3,2,-1,-1,-1,300,-1,-1,190,300,-1,-1,2,3,1,3,1,1,1,1,4,2,39,6,1,1,2,-1,4,-1,30,1,1
2020,1,15,2,3,2,1,3,3,1,2,3,2,-1,-1,-1,300,-1,-1,190,300,-1,-1,2,3,1,3,1,1,1,1,4,-1,-1,-1,2,1,-1,-1,-1,-1,9,-1,1
2020,1,15,2,3,2,1,3,3,1,2,3,2,-1,-1,-1,300,-1,-1,190,300,-1,-1,2,3,1,3,1,1,1,1,4,2,39,1,1,1,2,4,1,10,50,2,1
2020,1,4,2,-1,2,1,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,0,-2,-1,-1,3,4,-1,4,1,2,-1,2,1,1,40,5,1,1,1,-1,4,-1,55,1,1
2020,1,7,2,3,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,80,-1,-1,70,70,-1,-1,1,2,-1,2,1,1,-1,1,1,2,39,3,2,1,2,-1,4,-1,75,1,1
2020,1,9,2,3,2,2,-1,-1,-1,3,-1,-1,-1,-1,-1,200,-1,-1,100,200,-1,-1,1,1,-1,1,1,1,-1,1,2,2,41,1,1,1,1,-1,4,-1,73,1,1
2020,1,9,2,3,2,2,-1,-1,-1,3,-1,-1,-1,-1,-1,200,-1,-1,100,200,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,1,2,1,1,-1,4,-1,72,1,1
2020,3,11,2,1,2,-2,3,-1,1,1,3,2,2,2,2,150,20,50,210,210,-1,-1,2,3,1,3,1,2,1,1,4,2,43,6,2,1,2,42,1,3,41,7,6
2020,3,11,2,1,2,-2,3,-1,1,1,3,2,2,2,2,150,20,50,210,210,-1,-1,2,3,1,3,1,2,1,1,4,2,37,6,2,1,2,22,1,4,18,7,6
2020,3,11,2,1,2,-2,3,-1,1,1,3,2,2,2,2,150,20,50,210,210,-1,-1,2,3,1,3,1,2,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,14,-1,6
2020,3,11,2,1,2,-2,3,-1,1,1,3,2,2,2,2,150,20,50,210,210,-1,-1,2,3,1,3,1,2,1,1,4,-1,-1,-1,2,1,-1,-1,-1,-1,12,-1,6
2020,3,6,2,3,2,2,-1,-1,-1,3,-1,-1,-1,-1,-1,130,20,-1,180,180,-1,-1,1,1,-1,1,1,1,-1,1,1,2,40,3,2,1,2,-1,4,-1,85,1,1
2020,3,10,2,-1,2,1,-1,2,-1,2,-1,2,-1,-1,-1,-2,-1,-1,0,-2,-1,-1,2,3,-1,3,1,2,-1,2,1,2,39,3,1,1,1,-1,4,-1,63,1,1
2020,3,8,2,3,2,1,-1,-1,-1,2,-1,-1,-1,-1,-1,100,-1,-1,90,50,-1,-1,1,2,-1,2,1,2,-1,2,1,2,40,4,2,1,2,41,1,1,53,2,1
2020,3,2,2,3,2,2,-1,1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,0,50,-1,-1,3,4,-1,4,2,3,-1,3,1,2,35,3,1,1,2,-1,4,-1,80,1,1
2020,3,4,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,80,-1,-1,0,80,-1,-1,1,1,-1,1,1,1,-1,1,2,2,39,4,1,1,2,-1,4,-1,59,1,1
2020,3,4,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,80,-1,-1,0,80,-1,-1,1,1,-1,1,1,1,-1,1,2,2,41,4,2,1,2,-1,4,-1,61,1,1
2020,3,1,2,3,1,-1,-1,2,-1,1,-1,1,-1,-1,-1,50,-1,-1,40,40,-1,-1,3,4,-1,4,1,1,-1,1,1,1,39,4,2,1,1,-1,4,-1,57,1,1
2020,3,4,2,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,50,4,-1,50,50,-1,-1,1,2,-1,2,1,1,-1,1,1,2,34,3,2,1,2,-1,4,-1,68,1,1
2020,3,7,2,1,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,20,100,60,80,-1,-1,3,4,-1,4,2,3,-1,3,2,1,37,1,2,1,1,-1,4,-1,48,1,1
2020,3,7,2,1,2,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,20,100,60,80,-1,-1,3,4,-1,4,2,3,-1,3,2,2,39,1,1,1,1,-1,4,-1,51,1,1
2020,3,14,2,1,2,2,3,-1,1,2,2,-1,2,2,2,200,-1,200,100,100,-1,-1,2,3,2,3,2,3,2,3,5,2,37,1,2,1,2,-1,4,-1,32,1,1
2020,3,14,2,1,2,2,3,-1,1,2,2,-1,2,2,2,200,-1,200,100,100,-1,-1,2,3,2,3,2,3,2,3,5,2,40,1,1,1,2,23,1,10,39,4,1
2020,3,14,2,1,2,2,3,-1,1,2,2,-1,2,2,2,200,-1,200,100,100,-1,-1,2,3,2,3,2,3,2,3,5,-1,-1,-1,1,1,-1,-1,-1,-1,12,-1,1
2020,3,14,2,1,2,2,3,-1,1,2,2,-1,2,2,2,200,-1,200,100,100,-1,-1,2,3,2,3,2,3,2,3,5,-1,-1,-1,1,1,-1,-1,-1,-1,7,-1,1
2020,3,14,2,1,2,2,3,-1,1,2,2,-1,2,2,2,200,-1,200,100,100,-1,-1,2,3,2,3,2,3,2,3,5,-1,-1,-1,1,1,-1,-1,-1,-1,4,-1,1
2020,3,6,2,1,2,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,30,0,50,-1,-1,1,2,-1,2,1,1,-1,1,1,1,39,3,2,1,1,-1,4,-1,85,1,1
2020,3,6,2,2,1,-1,3,-1,1,3,3,-1,-1,-1,-1,120,-1,-1,120,100,-1,-1,1,1,1,1,1,1,1,1,3,2,39,1,2,1,2,-1,4,-1,39,1,1
2020,3,6,2,2,1,-1,3,-1,1,3,3,-1,-1,-1,-1,120,-1,-1,120,100,-1,-1,1,1,1,1,1,1,1,1,3,1,39,1,1,1,1,-1,4,-1,58,1,1
2020,3,6,2,2,1,-1,3,-1,1,3,3,-1,-1,-1,-1,120,-1,-1,120,100,-1,-1,1,1,1,1,1,1,1,1,3,-1,-1,-1,1,1,-1,-1,-1,-1,5,-1,1
2020,3,11,2,3,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,140,20,-1,20,20,-1,-1,2,3,-1,3,1,1,-1,1,2,2,39,1,2,1,1,-1,4,-1,57,1,1
2020,3,11,2,3,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,140,20,-1,20,20,-1,-1,2,3,-1,3,1,1,-1,1,2,2,39,1,1,1,2,22,1,10,56,2,1
2020,3,1,2,1,1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,50,0,0,-1,-1,3,4,-1,4,2,3,-1,3,2,2,39,6,2,1,2,46,2,4,20,11,1
2020,3,1,2,1,1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,50,0,0,-1,-1,3,4,-1,4,2,3,-1,3,2,2,39,6,1,1,2,14,1,10,21,2,1
2020,3,12,2,3,1,-1,3,-1,2,2,2,-1,2,2,2,300,50,-1,450,250,-1,-1,2,2,2,3,1,1,1,1,6,2,39,1,2,1,2,-1,4,-1,57,1,1
2020,3,12,2,3,1,-1,3,-1,2,2,2,-1,2,2,2,300,50,-1,450,250,-1,-1,2,2,2,3,1,1,1,1,6,1,39,1,1,1,1,-1,4,-1,72,1,1
2020,3,12,2,3,1,-1,3,-1,2,2,2,-1,2,2,2,300,50,-1,450,250,-1,-1,2,2,2,3,1,1,1,1,6,2,39,6,1,1,2,19,1,9,19,7,1
2020,3,12,2,3,1,-1,3,-1,2,2,2,-1,2,2,2,300,50,-1,450,250,-1,-1,2,2,2,3,1,1,1,1,6,2,35,6,1,1,2,-1,4,-1,15,1,1
2020,3,12,2,3,1,-1,3,-1,2,2,2,-1,2,2,2,300,50,-1,450,250,-1,-1,2,2,2,3,1,1,1,1,6,-1,-1,-1,1,1,-1,-1,-1,-1,7,-1,1
2020,3,12,2,3,1,-1,3,-1,2,2,2,-1,2,2,2,300,50,-1,450,250,-1,-1,2,2,2,3,1,1,1,1,6,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,1
2020,3,6,2,1,2,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,60,80,140,60,-1,-1,3,4,-1,4,2,3,-1,3,1,1,42,4,2,1,1,-1,4,-1,68,1,1
2020,3,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,80,-1,-1,50,50,-1,-1,1,1,-1,1,1,1,-1,1,2,2,40,1,1,1,2,-1,4,-1,80,1,1
2020,3,8,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,80,-1,-1,50,50,-1,-1,1,1,-1,1,1,1,-1,1,2,2,45,1,2,1,1,-1,4,-1,80,1,1
2020,3,1,2,3,2,2,3,-1,1,3,3,-1,-1,-1,-1,150,-2,-1,240,300,-1,-1,1,1,1,1,1,1,1,1,4,2,37,6,2,1,2,-1,4,-1,49,1,2
2020,3,1,2,3,2,2,3,-1,1,3,3,-1,-1,-1,-1,150,-2,-1,240,300,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,2,1,-1,-1,-1,-1,7,-1,2
2020,3,1,2,3,2,2,3,-1,1,3,3,-1,-1,-1,-1,150,-2,-1,240,300,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,1,1,-1,-1,-1,-1,5,-1,2
2020,3,1,2,3,2,2,3,-1,1,3,3,-1,-1,-1,-1,150,-2,-1,240,300,-1,-1,1,1,1,1,1,1,1,1,4,2,39,6,1,1,1,-1,4,-1,28,1,2
2020,3,7,2,3,2,1,-1,1,-1,1,-1,2,-1,-1,-1,200,10,-1,210,100,-1,-1,3,4,-1,4,3,4,-1,4,3,1,41,1,2,1,1,-1,4,-1,74,1,1
2020,3,7,2,3,2,1,-1,1,-1,1,-1,2,-1,-1,-1,200,10,-1,210,100,-1,-1,3,4,-1,4,3,4,-1,4,3,2,40,1,1,1,1,-1,4,-1,77,1,1
2020,3,7,2,3,2,1,-1,1,-1,1,-1,2,-1,-1,-1,200,10,-1,210,100,-1,-1,3,4,-1,4,3,4,-1,4,3,2,40,4,1,1,2,-1,4,-1,52,1,1
2020,3,4,2,3,2,2,-1,-1,-1,3,-1,-1,-1,-1,-1,60,-1,-1,60,60,-1,-1,1,1,-1,1,1,1,-1,1,1,2,40,3,1,1,2,-1,4,-1,80,1,1
2020,3,5,2,3,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,350,-1,-1,250,60,-1,-1,2,3,-1,3,2,3,-1,3,2,2,39,1,1,1,1,-1,4,-1,65,1,1
2020,3,5,2,3,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,350,-1,-1,250,60,-1,-1,2,3,-1,3,2,3,-1,3,2,2,39,1,2,1,1,-1,4,-1,59,1,1
2020,3,7,2,3,2,1,-1,-1,-1,3,-1,-1,-1,-1,-1,150,-1,-1,110,60,-1,-1,1,1,-1,1,1,1,-1,1,1,2,40,4,2,1,2,-1,4,-1,75,1,1
2020,3,6,2,3,2,1,3,-1,1,2,3,2,-1,-1,-1,300,40,-1,290,100,-1,-1,2,3,1,3,1,1,1,1,3,2,39,3,2,1,2,-1,4,-1,60,1,1
2020,3,6,2,3,2,1,3,-1,1,2,3,2,-1,-1,-1,300,40,-1,290,100,-1,-1,2,3,1,3,1,1,1,1,3,-1,-1,-1,2,1,-1,-1,-1,-1,12,-1,1
2020,3,6,2,3,2,1,3,-1,1,2,3,2,-1,-1,-1,300,40,-1,290,100,-1,-1,2,3,1,3,1,1,1,1,3,2,39,4,1,1,2,-1,4,-1,35,1,1
